PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,yield.mean
1.7148968438747332,8.628481301767515,6.63861660851173,-0.3100839638816703,0.4170290515932319,2.955092528978625,-0.8606624231104701,0.7771800729419635,-0.7274223684775102,-0.16992153854519337,-0.038662373762656584,-0.5048713266775597,-0.3303110294738146,0.4348653462467021,1.0627411000329459,-1.592960894201231,-0.38149307096844387,0.009227132418902268,-1.0876001890834073,0.4846116365781435,-0.2885402036666888,0.11469007279270527,-0.03239978991625216,-0.8747581794307622,0.0034697308767031674,0.07447705318577703,0.354059825829349,-0.5956132410652956,-0.9478914266397946,-0.13870332230716334,-0.07962171204901694,-0.13978826322493673,0.43448855847175505,0.199622620689122,-0.36253860777061864,-0.4123250581972342,0.05116314448155596,-0.013041996849073104,0.15057135878888012,0.08039948415303844,-0.03147190745505473,0.0026896699977957206,0.16755965260994274,-0.08678866912541323,-0.03483881596696964,-2.416369871840338e-14,-1.4588497974480798e-14,2.789175078655731e-14,5.315529423487816e-14,-1.4341539174754314e-14,20.5555555555555
1.0215934788957983,10.665171881207087,6.319783116838038,0.41471946408884,2.7407558431110397,1.6501775615590568,0.16582118798798548,3.7417002271522772,-0.4419553877130732,0.49224635911375525,1.0070571691776624,-1.402884794332055,0.13997388438861694,-0.514522696960218,0.7566607902416851,-1.5221552118854473,0.19462423234308215,-0.07370959050830994,0.7243958129250754,0.218803610061455,0.03038640864836819,-0.10889743414517938,-0.21756052680730095,0.2842531281852453,-0.64536014087802,-0.17787463278181348,0.9079042271267636,0.1012887318008486,0.7442242251753375,0.4579460516774367,0.12372018103216503,0.008231055709134363,0.07643517661198039,-0.23087632157508844,-0.08231112247614969,-0.22679033638890986,0.106308300778279,-0.12990282527296473,-0.060879134470863926,-0.2533454535577698,0.08627721360791976,0.038620911767751426,0.13511886527183614,-0.05932753035196558,0.015297297644057198,-1.1905437275645628e-14,7.216065233682808e-16,9.744292631595944e-15,2.3475015765701854e-14,-7.757669992996453e-15,28.4555555555556
4.865708158835724,3.353598193525164,0.8888947821913193,4.1669960870552245,-0.23500208004232323,-2.238619094774466,-4.7295560565172154,-1.2532979728787492,6.1309860317975335,1.8264364282102576,2.177697062912521,4.84113392838579,2.3679779747928977,1.240837410660641,-1.8674273473206309,-0.09215185816926641,-1.370863493493838,-0.3658109040027014,-1.2847606631981483,-0.9773530082182322,-0.8714621189760801,1.596921835182223,0.06985445636103943,1.3181709848660672,-0.08988212033402526,-0.1518373458957796,0.48879898305591796,-0.16983352368973115,-0.0449632416377943,-0.8591350285936742,0.3251259254792543,0.12220040005013688,-0.13668412258927903,-0.13894279494424633,-0.20411198046598733,-0.13216908034907374,0.26571398131394436,0.2232426206516922,-0.0009193778283947269,0.2734267739631167,0.038155454099490824,-0.12439472368799623,0.03346550181366158,-0.12130201248062085,-0.02343102414565174,2.2147232284577904e-14,-9.91478304543793e-16,-1.5419239526553386e-14,-6.748931650273555e-14,4.839895879767484e-15,17.6611111111111
-1.6164477085640951,6.150957259499527,-0.3444774004217669,-1.071690690693854,-2.1526790046024398,0.1205416735699673,-4.672286723019271,-0.6107399398967596,-0.10693933967616373,1.7291323342637264,-0.381704209374175,-0.117196012425005,0.2907702178783433,1.3040267331955169,-0.7912791941524369,1.215998179004646,-1.0374593168416948,-0.15885600007662412,-0.031703250005254056,0.279183513619153,1.9068848313019595,0.3329005441255248,-1.581622416359908,0.7529834256014947,-0.006868614211984872,-1.0946945162055801,-0.7054888844514277,0.4410934112780664,-0.3058265711640421,0.5192941676331623,-0.15188022772884965,0.03595632765941448,-0.637422165883464,-0.9358201299481363,-0.10505655546909877,-0.21113030154733906,0.0134847328151016,0.024438978378764506,-0.17540917249640373,-0.02357149557182642,0.2661727706391876,-0.04481294206420284,0.10717117490674054,-0.06017553230023288,0.01570354566421195,1.7535235211860713e-14,6.9853107324732554e-15,-9.06975716037724e-15,-3.0449209328294616e-14,8.396087385576112e-15,10.0
-0.04568350183866978,10.436148976653532,4.0046470248895245,0.887440432155311,1.1354998668015084,1.8146118207652215,-0.58450599568566,2.8299015213391256,-0.82494197899759,-0.9241376764698286,2.437348182495635,-1.5956023614787982,-0.2601094699219674,0.3168949526026763,0.5504569482995292,-0.7892651434755199,-1.4569518203328156,-0.31979712906585017,0.6541776917521891,-0.09621255653952569,-0.27500954496437535,-0.13291539668831173,0.276856376200266,0.1850304848835476,-0.5077569273147378,-0.4401795504545896,0.8708529586622854,0.14549439336604486,1.29223976221541,0.30903669056142136,0.1525716898121492,0.06101274159407591,-0.020777055817312352,0.1550394153089875,-0.025306248478884845,-0.1472793278732386,-0.1714450500640324,0.3249426775071405,-0.026261946381988283,-0.03325340836606496,0.27013815021665755,0.02869303079554248,0.09299325196725086,-0.12767655198480676,0.01360225320735064,-6.874530620888284e-15,2.3680014367036528e-15,-2.3255679937396204e-15,-2.660812399992474e-14,-6.268751587786986e-15,18.3777777777778
0.6997741986957126,11.154165411123786,7.232270620714478,-1.097004948401769,1.6869769949267648,1.37100399129961,1.5669975258924298,1.8660059583670374,-0.5591775944581951,0.017928310106345605,1.4497977448021175,-0.9637032675125295,-1.543468502967155,-0.3640928698574453,0.14835700024354187,0.49077555432769393,-0.37859634541048964,-1.463103880370364,1.0108152030423725,0.9115264870774514,1.239367533566577,1.4410911625024456,-0.834857597708139,0.8464360528659601,-0.2600485095933572,0.4927825711328028,-0.08388129890572327,0.27784132448321225,-0.7967815541917359,-0.19527816869592093,-0.3331905788531626,-0.15909080369764242,0.23508352256435505,0.38194158805683415,0.009935324318948164,0.03889876549760013,-0.28067196578567516,-0.05214632864111835,0.02785705825532737,0.1634648862829871,-0.32789111798883874,-0.05360760277064441,0.06555986734907294,0.1575744608982336,0.05892565752998235,-8.295968811613695e-15,5.187106503077271e-15,2.7629387536425972e-14,4.4544531317677893e-14,4.1343086561985505e-15,18.3333333333333
0.9584062396343324,10.035386053799336,6.635978448152774,-0.5211643506685422,1.0604660437812612,2.108266241409427,-0.09460157867008548,1.5329680363018416,-0.9235939899819259,0.37341874413526727,0.04548852193868221,-0.45603121251113354,-0.45771866887832424,-0.5146256982570921,1.2961100399801944,-1.710032151346957,-0.6893865608672141,1.0030739790299903,0.30200763016086174,-0.11946472746224672,0.048633329697657726,0.5742038639332541,0.13615166807087095,-0.5383223835274115,0.13621646906093235,0.08272163567079102,0.2789592604464059,-0.17335618717844134,-0.9960655416450366,-0.06044064133603014,0.014294007411988717,-0.25488346572940823,0.5641460192600065,0.18491836299285522,-0.2013017223049234,-0.27985595961996196,0.0558475231937301,-0.12515916340748875,0.04014052933425375,0.01144449247004286,0.02826572328702548,0.01701221182802695,0.11552091217825149,-0.06194382388431685,-0.03178060673541346,-3.238952641327096e-14,-1.588170265848928e-14,2.7695153407400664e-14,5.963641419599542e-14,-1.5283906257611594e-14,21.4555555555555
2.843251127687946,5.20270272793435,5.37123272093592,-1.578034096640069,-0.8681061787463858,1.0630203249295727,-2.005023691125031,-0.2718482723035711,0.08378858717874343,-0.0392549800370774,0.3921248626786689,-0.025009974797075642,-0.4093004503959296,-0.03817996941192985,-1.0412480831292237,2.85644944393793,0.06687911442042214,1.4870760405320083,1.065583982627205,-0.5577732282826265,0.9597269254814554,0.43909505968381796,-1.5368626840825084,0.3494981816386128,0.0037605475861267924,0.45138588623310083,-0.15001283653508823,0.4088205077550297,-1.0394957301791994,-0.2877312590230949,0.17927683936823288,0.09599904104661341,-0.014704105042283727,-0.17841736047751722,-0.06549473423042523,0.15851358280566852,-0.07758063457966508,0.1646098221550988,-0.05991376903725899,0.13767970996426196,-0.07388326624223054,-0.030259694224658868,-0.16605159665131755,9.263516054948683e-05,0.058237424097474476,3.506468569467191e-14,1.5667247263046386e-14,-1.4376163571051787e-14,-4.565451826045305e-14,2.5201466775938357e-14,10.0
1.5717385759396696,8.702095380031965,4.140662698238052,-0.16115317009117724,-0.8703473084207645,1.049143126883224,-0.5410571319682543,-1.2088944267924444,-1.1303736552988892,1.3388467060249207,0.4695249741809531,-0.41822591305310847,-1.4482471547820033,0.8824535388111456,-0.44104739883152094,0.350108819296644,-1.0651423679179322,0.39131788084181823,-1.2145269675150199,-0.40650115537911713,-0.1096796323437997,0.14594791200991944,-0.24112136605675988,-1.618144675070915,0.4410191510759129,-1.1722302726880836,1.3849108627504685,-0.9421490577187973,-0.2511145513736314,0.30917184593669683,-0.0018387618583712666,0.10192662091409663,-0.38025191839142153,-0.5245128278983584,0.3711011980267381,-0.036911865115566184,-0.3839018564129341,0.020453440013550348,-0.3101683722990667,0.1125183895122703,0.10313048370394087,-0.15057769813045724,0.12652993389834857,-0.015315000047004573,-0.06274652409955592,-2.237797174397118e-14,-1.9074091892809554e-14,-2.031422944039094e-14,3.3712699683563965e-15,-1.3471933866324947e-14,10.2833333333333
2.3106302688930955,3.152495750192275,1.3463088886767305,-0.24463532360309814,-1.0890155598538398,0.05328392288276747,-4.040853325631881,-1.4129666982842821,0.6233430986851687,0.49464229316034436,0.05920041162596634,0.5922675501745852,-0.28410776480630795,0.5175700114124616,-1.296687799954656,0.9093837742974276,0.7732485233772058,0.18793096930001918,0.099754706564149,-0.5044103881662922,-1.014126354844483,-0.3797688954063832,-0.326706062107565,0.6319104874363648,0.15262049251772863,-0.643446597234601,-0.22253504356410372,-0.22163295324120622,-0.040771292184432886,-0.470397429649535,0.28672805024876497,0.40498461944487446,0.3133366071401773,-0.20337793928975478,-0.31265178878609046,-0.01724428237642262,0.330146814901927,0.2031517097651753,-0.37331926114231606,0.2287441996877763,-0.09025675768660398,0.1303496372341106,0.09357611353335316,-0.11102643501325445,-0.024399680100950404,-1.873658713254742e-14,-9.397254672981606e-15,9.527567305401819e-15,3.932281427706768e-14,-1.7461591914097837e-14,11.9944444444444
